"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ATP5F1E",7.27679273817108e-13,-0.750621722695733,0.174,0.315,2.18303782145132e-08
"B3GAT3",7.35976686588493e-13,-1.40189974229693,0.068,0.176,2.20793005976548e-08
"HIVEP3",8.26652706613456e-13,-0.431590164726287,0.46,0.632,2.47995811984037e-08
"KCNIP4",8.29392174220231e-13,1.62878372175281,0.163,0.063,2.48817652266069e-08
"STK17A",8.55810019479045e-13,1.06886707069971,0.291,0.163,2.56743005843714e-08
"AKT3",8.60434480500177e-13,0.432074895419895,0.85,0.81,2.58130344150053e-08
"MERTK",8.75132035657611e-13,-0.492834797806058,0.574,0.707,2.62539610697283e-08
"ALCAM",8.88103626275695e-13,0.675294007533978,0.646,0.553,2.66431087882708e-08
"AL845472.1",1.06923854220194e-12,-2.64201398118308,0.024,0.103,3.20771562660583e-08
"LINC00470",1.08392806554905e-12,6.47479644157502,0.051,0.001,3.25178419664716e-08
"CEBPA",1.08572176680916e-12,-1.25469309073732,0.118,0.242,3.25716530042748e-08
"PPP1R10",1.12596494518575e-12,-1.05707424440922,0.188,0.326,3.37789483555724e-08
"RPS27A",1.1443561621241e-12,-0.396543221501596,0.213,0.361,3.4330684863723e-08
"RGL1",1.18370606534898e-12,-0.642559621904088,0.281,0.437,3.55111819604694e-08
"CANX",1.19765651572237e-12,-0.688561384792604,0.28,0.428,3.59296954716711e-08
"LYVE1",1.22033102830807e-12,-1.580920342163,0.029,0.113,3.66099308492422e-08
"LDLRAD4",1.22113488671135e-12,0.371480856466807,0.955,0.948,3.66340466013406e-08
"ATP6V0C",1.4118887519793e-12,-0.867328927838323,0.185,0.321,4.2356662559379e-08
"BAG3",1.44685166024384e-12,-1.04439949260687,0.218,0.098,4.34055498073152e-08
"ARHGAP12",1.46157237610212e-12,-0.411089765664755,0.623,0.751,4.38471712830637e-08
"RBMS1",1.58620546962467e-12,-0.622137756717885,0.342,0.507,4.758616408874e-08
"DISP1",1.63949657920444e-12,0.91882488148932,0.571,0.472,4.91848973761333e-08
"TTC7A",1.68237477005815e-12,0.851241619270633,0.617,0.554,5.04712431017444e-08
"UBXN2B",1.87145360109446e-12,1.04537222859722,0.429,0.301,5.61436080328339e-08
"SYNGR2",1.87608942444835e-12,-1.04272977135069,0.157,0.284,5.62826827334504e-08
"LTBP3",2.21626222210385e-12,-0.816301336241359,0.108,0.229,6.64878666631156e-08
"RPL6",2.28795794597987e-12,-0.521995945330467,0.213,0.362,6.86387383793961e-08
"FZD2",2.49488375262088e-12,-2.90489811465997,0.009,0.073,7.48465125786265e-08
"NORAD",2.5008702627218e-12,-0.739805735695249,0.179,0.318,7.5026107881654e-08
"RPS6KA3",2.51314952580353e-12,0.652392635829281,0.669,0.593,7.5394485774106e-08
"EEF1B2",2.91867793964366e-12,-1.11987750139073,0.105,0.222,8.75603381893099e-08
"AL163541.1",3.13764022248926e-12,0.787487999227069,0.708,0.662,9.41292066746779e-08
"TPM3",3.1567989322958e-12,-1.0098243483344,0.213,0.349,9.47039679688739e-08
"ITM2B",3.47317086448856e-12,-0.384845882398205,0.698,0.797,1.04195125934657e-07
"RASAL2",3.50798251626854e-12,0.648735480227008,0.685,0.61,1.05239475488056e-07
"NEK6",3.5561994385276e-12,-0.854391992346432,0.18,0.316,1.06685983155828e-07
"RPS19",3.70583707257537e-12,-0.316395619818064,0.383,0.553,1.11175112177261e-07
"GRK3",3.78603993955296e-12,0.685762763931492,0.693,0.633,1.13581198186589e-07
"EMID1",3.79207447329736e-12,-1.38692139010403,0.049,0.144,1.13762234198921e-07
"GNG10",4.05260125029301e-12,-1.0032334711484,0.14,0.261,1.2157803750879e-07
"RPL22",4.36056131750044e-12,-0.720957766527218,0.159,0.293,1.30816839525013e-07
"GSAP",4.36099509479979e-12,-0.551225959729407,0.415,0.574,1.30829852843994e-07
"EIF1",4.59636634967711e-12,-0.455188743397601,0.337,0.49,1.37890990490313e-07
"LIPG",4.62910812588301e-12,-1.85212263751314,0.018,0.091,1.3887324377649e-07
"RBM25",4.83613299403647e-12,-0.569188114643585,0.449,0.616,1.45083989821094e-07
"KLF12",4.96388578296248e-12,1.30847240209506,0.229,0.116,1.48916573488875e-07
"CXCL16",5.06781500522647e-12,-0.789404405622762,0.144,0.274,1.52034450156794e-07
"GPX4",5.07497331585934e-12,-0.869834145290314,0.13,0.253,1.5224919947578e-07
"LMO2",5.14465209798094e-12,-1.13722922284659,0.127,0.246,1.54339562939428e-07
"ACSL1",5.24909942610079e-12,0.582122695306353,0.759,0.72,1.57472982783024e-07
"OGFRL1",5.26501339456134e-12,0.745114640735372,0.607,0.523,1.5795040183684e-07
"RPL14",5.37887979018913e-12,-0.617085337334529,0.174,0.312,1.61366393705674e-07
"RPS21",5.74489907273406e-12,-0.807063662496259,0.146,0.274,1.72346972182022e-07
"MT-CO1",5.90972733440791e-12,-0.332223507009854,0.584,0.732,1.77291820032237e-07
"TRMT1",6.20724449068324e-12,-0.864213094615773,0.114,0.234,1.86217334720497e-07
"SYNDIG1",6.2872877312166e-12,-0.400767049699712,0.779,0.88,1.88618631936498e-07
"AL360015.1",7.37202502674067e-12,4.36952956679371,0.055,0.004,2.2116075080222e-07
"SCN1B",7.48229383226541e-12,-1.44098503471319,0.07,0.171,2.24468814967962e-07
"STIP1",7.73500828337855e-12,0.877741414047254,0.369,0.242,2.32050248501357e-07
"RPS20",8.272380459606e-12,-0.745419090794503,0.171,0.302,2.4817141378818e-07
"C3AR1",8.35144917132871e-12,-0.879744011930779,0.182,0.314,2.50543475139861e-07
"RPS8",8.37715003660218e-12,-0.437823844709737,0.251,0.407,2.51314501098065e-07
"PAQR8",8.40846209230473e-12,-0.88834349151657,0.133,0.256,2.52253862769142e-07
"MT-ATP8",8.718293998665e-12,-0.478380318749453,0.196,0.348,2.6154881995995e-07
"MS4A4E",9.01289929860052e-12,-1.31714324517616,0.025,0.103,2.70386978958016e-07
"HSPB1",9.2045918705043e-12,0.80119613860319,0.431,0.311,2.76137756115129e-07
"PTPN2",9.20520174369533e-12,-0.728285667828206,0.427,0.566,2.7615605231086e-07
"MSI2",9.54647952746239e-12,0.685509680984488,0.62,0.516,2.86394385823872e-07
"MIDN",9.60507502186659e-12,-0.960182771371709,0.092,0.203,2.88152250655998e-07
"HSPA4",9.79544843558577e-12,1.05382250138034,0.359,0.236,2.93863453067573e-07
"USP6NL",1.06382153477658e-11,0.67233862873281,0.637,0.562,3.19146460432973e-07
"SSH2",1.07354115661623e-11,0.35822668129843,0.949,0.952,3.22062346984869e-07
"SIPA1L2",1.08186762143753e-11,-0.496546763082179,0.5,0.635,3.2456028643126e-07
"GCA",1.08271827177798e-11,-0.572178608681224,0.272,0.41,3.24815481533394e-07
"KBTBD12",1.13470744418631e-11,-0.772431880270907,0.186,0.318,3.40412233255894e-07
"AL078604.4",1.13693953786092e-11,1.9713202312019,0.134,0.048,3.41081861358275e-07
"ZMAT1",1.20459484853948e-11,-0.916729816336294,0.205,0.339,3.61378454561843e-07
"RPL15",1.21727044875657e-11,-0.528914147231934,0.227,0.37,3.65181134626972e-07
"NFIL3",1.34247167525726e-11,1.59445719533135,0.167,0.071,4.02741502577177e-07
"S100PBP",1.36107822109198e-11,-0.720217716567982,0.22,0.356,4.08323466327593e-07
"CEBPB",1.36354229100926e-11,-1.11475998217656,0.18,0.303,4.09062687302779e-07
"AP1B1",1.48274677666682e-11,-0.451271333799906,0.41,0.565,4.44824033000045e-07
"GBP2",1.52017581438873e-11,1.4281504178091,0.168,0.071,4.5605274431662e-07
"S100B",1.58681460679766e-11,-0.424545965466704,0.176,0.309,4.76044382039297e-07
"ATP5MC2",1.63228861741456e-11,-0.773479809046635,0.187,0.32,4.89686585224368e-07
"SIPA1L1",1.65956778817509e-11,0.839918089701034,0.622,0.532,4.97870336452526e-07
"FAM13A",1.70149856149977e-11,0.866340265621477,0.738,0.678,5.10449568449932e-07
"FMN1",1.84837711846281e-11,-0.35174404467979,0.746,0.855,5.54513135538842e-07
"AC135893.1",2.02751509126702e-11,-3.39437593645737,0.009,0.068,6.08254527380106e-07
"FAM157C",2.0937847559835e-11,-1.41171964738149,0.063,0.158,6.28135426795049e-07
"NCKAP5-AS2",2.26751902784394e-11,-1.6202244602538,0.031,0.11,6.80255708353181e-07
"DTNB",2.28922191720312e-11,-0.452067055044675,0.538,0.67,6.86766575160935e-07
"STEAP3",2.30413910215766e-11,-0.950546750909331,0.113,0.227,6.91241730647297e-07
"ABHD17A",2.31341825249097e-11,-1.20157710395797,0.084,0.187,6.94025475747291e-07
"ADGRG6",2.5023401101173e-11,-1.05852044349886,0.061,0.157,7.5070203303519e-07
"SLC8A1",2.55175020560104e-11,0.459020736850663,0.898,0.877,7.65525061680313e-07
"ABHD3",2.57419099908325e-11,0.806042966126672,0.522,0.407,7.72257299724976e-07
"RPL30",2.69180653558668e-11,-0.455492204087407,0.196,0.331,8.07541960676003e-07
"CAP1",2.87692570196143e-11,-0.711468444224323,0.287,0.433,8.63077710588428e-07
"SLC1A3",2.91329169964582e-11,-0.32180275612087,0.937,0.963,8.73987509893747e-07
"RPS7",3.02502563034629e-11,-0.642642743456502,0.146,0.272,9.07507689103886e-07
"COX10-AS1",3.43047199563871e-11,-0.447483596087767,0.366,0.532,1.02914159869161e-06
"SLC12A9",3.5320042091328e-11,-0.936768217086913,0.128,0.245,1.05960126273984e-06
"LST1",3.60166985234654e-11,-1.1182434489189,0.119,0.233,1.08050095570396e-06
"SCAMP2",4.02243052173129e-11,-0.649895257616013,0.216,0.35,1.20672915651939e-06
"CAPZA2",4.04448162457434e-11,-0.495181799966623,0.305,0.456,1.2133444873723e-06
"TMBIM1",4.3386902096189e-11,-1.08692092457789,0.105,0.215,1.30160706288567e-06
"GPCPD1",4.46298972983234e-11,-0.739166885303449,0.426,0.561,1.3388969189497e-06
"CHCHD7",4.90449731005332e-11,-1.26125099631913,0.092,0.195,1.471349193016e-06
"TSIX",4.91423337180964e-11,6.14995848151815,0.041,0,1.47427001154289e-06
"FCGRT",4.92070749952537e-11,-0.817657677221782,0.168,0.296,1.47621224985761e-06
"HLA-DRB5",5.79877621329089e-11,-0.854480976216131,0.162,0.285,1.73963286398727e-06
"SLC11A2",5.85902543686146e-11,-0.505060451989239,0.439,0.59,1.75770763105844e-06
"RAB11A",5.91619365459074e-11,-0.571379624387961,0.274,0.413,1.77485809637722e-06
"CRYL1",5.99315053192789e-11,-0.759324379822048,0.14,0.258,1.79794515957837e-06
"NEK10",7.04756229458535e-11,1.4703354427292,0.219,0.115,2.11426868837561e-06
"LINC01480",7.13696743696375e-11,-1.25654193145463,0.07,0.167,2.14109023108912e-06
"IL21R",7.21603302073325e-11,-1.20873407534707,0.036,0.116,2.16480990621998e-06
"GAA",7.25545909964007e-11,-0.567429460804395,0.245,0.38,2.17663772989202e-06
"UTRN",7.43888069090393e-11,0.554447094921275,0.737,0.651,2.23166420727118e-06
"AL136441.1",7.9938515223116e-11,-1.50372931573254,0.028,0.103,2.39815545669348e-06
"COLGALT1",8.07390056936147e-11,-0.80159509061578,0.244,0.374,2.42217017080844e-06
"AC025569.1",8.32688033208105e-11,1.09543913664658,0.219,0.113,2.49806409962432e-06
"RPL11",8.39527102694085e-11,-0.461143896640369,0.277,0.415,2.51858130808226e-06
"PFDN5",9.44770619382289e-11,-0.934430739304029,0.153,0.27,2.83431185814687e-06
"FKBP1A",9.59536695246513e-11,-1.05340994408435,0.127,0.238,2.87861008573954e-06
"DLEU2",9.71564509739793e-11,0.508978577793681,0.769,0.726,2.91469352921938e-06
"ARL6IP1",9.96558506003907e-11,-0.873800547556195,0.137,0.251,2.98967551801172e-06
"RPL24",1.00344267065243e-10,-0.298462606813794,0.147,0.273,3.01032801195728e-06
"AC131568.1",1.03763501085446e-10,-0.975537687027319,0.108,0.216,3.11290503256337e-06
"LINC00278",1.05241939925057e-10,-0.362376866662274,0.351,0.523,3.1572581977517e-06
"NDUFS5",1.06231482897427e-10,-1.01898272720198,0.052,0.14,3.1869444869228e-06
"ACTR2",1.11227636988847e-10,-0.450419744824781,0.426,0.573,3.33682910966541e-06
"ABR",1.20451005615651e-10,0.443520416316811,0.882,0.87,3.61353016846952e-06
"GAB3",1.28192312278004e-10,-0.537247611123016,0.39,0.54,3.84576936834012e-06
"NAGA",1.30733920677732e-10,-1.30392565065474,0.057,0.146,3.92201762033196e-06
"TMEM259",1.30883599925777e-10,-0.731926109974814,0.175,0.299,3.92650799777332e-06
"OSBPL3",1.37127687777198e-10,0.602026808522865,0.669,0.594,4.11383063331593e-06
"BATF",1.3769908016388e-10,-3.12118584094307,0.009,0.064,4.1309724049164e-06
"BCL2L1",1.46021266965092e-10,-0.641063638275146,0.263,0.402,4.38063800895276e-06
"PHF21A",1.50285377638337e-10,0.552777774131006,0.706,0.644,4.50856132915011e-06
"ANGEL1",1.59180781026248e-10,-1.31995189887439,0.115,0.22,4.77542343078743e-06
"CLEC1A",1.67797617758705e-10,1.51575551898263,0.149,0.062,5.03392853276115e-06
"MAN2A1",1.70133665476802e-10,0.388909584130835,0.773,0.675,5.10400996430406e-06
"IGSF6",1.80958798216486e-10,-1.01558011959967,0.071,0.166,5.42876394649459e-06
"ZRANB2",1.81808546817088e-10,-0.420007406404627,0.443,0.598,5.45425640451264e-06
"MOB3C",1.92502210494225e-10,-2.28716777238473,0.016,0.079,5.77506631482675e-06
"GAS2L3",1.93784393544399e-10,-1.51203694181115,0.031,0.106,5.81353180633196e-06
"MAN1A1",1.97189902816299e-10,-0.761536961188212,0.484,0.599,5.91569708448898e-06
"LINC00623",1.98434136956004e-10,-1.00975439569446,0.109,0.214,5.95302410868013e-06
"CEPT1",2.01543547583633e-10,-0.731021344137853,0.278,0.408,6.04630642750898e-06
"ATG7",2.01757802298392e-10,-0.428444138810761,0.741,0.823,6.05273406895175e-06
"HSPA4L",2.11302793400374e-10,2.56483574095871,0.084,0.021,6.33908380201121e-06
"ARMCX4",2.11974159449104e-10,-0.594331109072775,0.163,0.285,6.35922478347312e-06
"RPL12",2.17783421477479e-10,-0.449012542113003,0.179,0.306,6.53350264432437e-06
"ZNF703",2.27358655597546e-10,-1.5344453410006,0.03,0.103,6.82075966792638e-06
"TBC1D5",2.32007662650743e-10,0.3962392573586,0.879,0.87,6.96022987952229e-06
"RPL27",2.32894546582951e-10,-0.869255823909589,0.135,0.245,6.98683639748853e-06
"ELL2",2.34005543759512e-10,0.92929734096375,0.713,0.694,7.02016631278537e-06
"SNCA",2.45498990769651e-10,0.868944567260355,0.541,0.454,7.36496972308952e-06
"GBGT1",2.55631405753651e-10,-2.52363850184845,0.026,0.094,7.66894217260954e-06
"YWHAB",2.58882338782308e-10,-0.710976857663726,0.188,0.309,7.76647016346925e-06
"MT-CO2",2.78896605452389e-10,-0.256821575004752,0.672,0.788,8.36689816357167e-06
"SLC39A1",3.05557904564964e-10,-1.76408818995849,0.036,0.112,9.16673713694892e-06
"CNP",3.07066653229577e-10,-0.592565281476896,0.228,0.362,9.21199959688732e-06
"CTSC",3.29388180960194e-10,-0.553620216367451,0.318,0.449,9.88164542880582e-06
"GM2A",3.36435812427905e-10,-0.94752855430662,0.071,0.165,1.00930743728371e-05
"CCND3",3.38263670714957e-10,0.529051507764043,0.762,0.704,1.01479101214487e-05
"PER3",3.64841833515109e-10,-1.14351343929267,0.14,0.248,1.09452550054533e-05
"ST6GALNAC3",3.69743869039485e-10,0.535600246228445,0.775,0.717,1.10923160711845e-05
"ARHGAP26-AS1",3.74280295120157e-10,-1.94564380526015,0.027,0.096,1.12284088536047e-05
"GPNMB",3.80222678167061e-10,-0.677420726180456,0.216,0.347,1.14066803450118e-05
"BCL6",3.84565972427948e-10,-0.86007638738032,0.252,0.375,1.15369791728385e-05
"FSCN1",3.94611097673456e-10,-0.885253141941647,0.131,0.239,1.18383329302037e-05
"PILRA",3.99346064048732e-10,0.849804679559778,0.416,0.302,1.1980381921462e-05
"RPS6KA2",4.13872365641403e-10,0.630996644106477,0.719,0.666,1.24161709692421e-05
"GPATCH2",4.15631219106231e-10,-0.896565765011457,0.149,0.263,1.24689365731869e-05
"CMTM5",4.42732343891351e-10,-1.88491571925749,0.04,0.115,1.32819703167405e-05
"UNC93B1",4.46409433685759e-10,-0.82754317733372,0.165,0.281,1.33922830105728e-05
"RAPGEF4",4.50072043113608e-10,1.94420747809919,0.135,0.055,1.35021612934082e-05
"AC078845.1",4.52484637190554e-10,1.53904512784306,0.193,0.097,1.35745391157166e-05
"CHRM5",4.77286014897014e-10,2.11063052438218,0.081,0.02,1.43185804469104e-05
"GNPTAB",4.89672995708252e-10,-0.635259034401256,0.226,0.357,1.46901898712476e-05
"USP9Y",5.1856770056502e-10,-0.273569130534116,0.308,0.47,1.55570310169506e-05
"TYROBP",5.3785744166646e-10,-0.535130355870502,0.246,0.377,1.61357232499938e-05
"AC011751.1",5.45049857719954e-10,2.04103130549211,0.07,0.015,1.63514957315986e-05
"FAM20A",5.96620616212422e-10,-1.41580398337665,0.062,0.148,1.78986184863727e-05
"CEACAM21",6.1620709045971e-10,-1.18497751814883,0.055,0.14,1.84862127137913e-05
"PTPN18",6.17851765394647e-10,-0.591849682752502,0.236,0.367,1.85355529618394e-05
"PARD3B",6.20402884116521e-10,-0.716198652446725,0.168,0.287,1.86120865234956e-05
"TGOLN2",6.39860797827245e-10,-0.514721248107881,0.325,0.457,1.91958239348173e-05
"ITGAX",6.71776639285013e-10,-0.518471375662361,0.444,0.591,2.01532991785504e-05
"PUS7L",7.18481465044788e-10,-1.00473068750816,0.102,0.204,2.15544439513436e-05
"KDM5D",7.39661494686833e-10,-0.728657959957604,0.108,0.213,2.2189844840605e-05
"MIB1",7.43666122091013e-10,0.849254688668111,0.498,0.404,2.23099836627304e-05
"GNB2",7.71440043201462e-10,-1.2379539067495,0.067,0.155,2.31432012960439e-05
"EIF2S3",7.74459243288513e-10,-0.752215781791346,0.198,0.321,2.32337772986554e-05
"SLC1A5",8.03503044668966e-10,-0.964250229840573,0.134,0.242,2.4105091340069e-05
"ACTG1",8.17552462165455e-10,-0.489322682664186,0.185,0.306,2.45265738649637e-05
"MYOCOS",8.43566948284071e-10,1.97364481525812,0.093,0.028,2.53070084485221e-05
"ETS2",8.49635572080977e-10,-0.544055928279585,0.289,0.427,2.54890671624293e-05
"IRF8",8.5843547625883e-10,-0.581150305837323,0.273,0.403,2.57530642877649e-05
"POLR2B",8.71095047487701e-10,-0.84304153898091,0.185,0.305,2.6132851424631e-05
"ABCA6",8.73696225154407e-10,-1.42172702354811,0.069,0.155,2.62108867546322e-05
"MOB1A",8.85510355816343e-10,-0.573614402076773,0.264,0.396,2.65653106744903e-05
"AL121999.1",9.22533635127381e-10,3.09158815987781,0.049,0.005,2.76760090538214e-05
"S100A13",9.27545743202758e-10,-1.90849423380264,0.03,0.099,2.78263722960828e-05
"PROS1",9.59421762207523e-10,-0.848118104589141,0.096,0.198,2.87826528662257e-05
"AL359091.1",9.75603350944379e-10,-1.56210992838791,0.095,0.188,2.92681005283314e-05
"LY86",9.76436485587592e-10,-0.319574800666251,0.585,0.728,2.92930945676278e-05
"HIPK3",1.02693853751527e-09,-0.426703294749536,0.459,0.601,3.08081561254581e-05
"CNTN2",1.02699846107887e-09,-0.812111716636156,0.188,0.308,3.08099538323661e-05
"DAB2IP",1.05050803593231e-09,1.50743637618944,0.14,0.058,3.15152410779694e-05
"CD37",1.08111596480179e-09,-0.693520362052877,0.185,0.304,3.24334789440537e-05
"RPL36AL",1.09628585242419e-09,-1.24285384200644,0.062,0.147,3.28885755727257e-05
"MGST2",1.12039386770835e-09,-0.636463657183809,0.252,0.376,3.36118160312506e-05
"IKZF2",1.16851861319659e-09,-0.63394902818591,0.245,0.376,3.50555583958976e-05
"LACTB",1.18144164743196e-09,-0.822434127901369,0.105,0.207,3.54432494229589e-05
"CREB3L2",1.23437215328382e-09,-0.501225872996648,0.264,0.398,3.70311645985145e-05
"AUH",1.24613422453568e-09,0.812465919124847,0.53,0.429,3.73840267360704e-05
"NCBP3",1.25443740491782e-09,-0.868980584037528,0.149,0.256,3.76331221475347e-05
"JAK3",1.25944174751279e-09,-0.747324602635165,0.206,0.329,3.77832524253837e-05
"LINC02315",1.26396698553612e-09,5.12874214296387,0.045,0.004,3.79190095660837e-05
"DNAJC10",1.26912775059799e-09,-0.631305514729057,0.182,0.305,3.80738325179398e-05
"TMEM168",1.31667119902848e-09,-0.789589234941625,0.207,0.324,3.95001359708543e-05
"FCER1G",1.34856336004638e-09,-1.02424986182692,0.092,0.188,4.04569008013915e-05
"SNX24",1.40961149521859e-09,-0.47538220100239,0.338,0.471,4.22883448565578e-05
"PLEKHO2",1.45502412770915e-09,-1.0855781235497,0.074,0.162,4.36507238312745e-05
"SF3B1",1.47135788855179e-09,-0.43536008886081,0.496,0.63,4.41407366565538e-05
"HPSE",1.48538060074998e-09,-0.727194447831545,0.114,0.217,4.45614180224993e-05
"ABHD12",1.49848324056442e-09,-0.480800647973957,0.424,0.555,4.49544972169327e-05
"RPL23",1.49938267333151e-09,-0.353013028528377,0.162,0.278,4.49814801999454e-05
"AC092535.4",1.58406775511601e-09,1.41373579416003,0.105,0.036,4.75220326534802e-05
"PDIA3",1.6096874159534e-09,-0.621994509792874,0.173,0.292,4.8290622478602e-05
"AC009505.1",1.67531928163912e-09,-1.39407223453698,0.048,0.125,5.02595784491736e-05
"COX6B1",1.68721503048717e-09,-1.1515724260522,0.081,0.173,5.06164509146151e-05
"ZFP36",1.71928047436489e-09,-0.869342298171576,0.17,0.282,5.15784142309466e-05
"HERC4",1.7211690573906e-09,0.594515815287113,0.727,0.712,5.1635071721718e-05
"EPHX1",1.72931232277642e-09,-0.989165806690103,0.056,0.138,5.18793696832927e-05
"ARID5B",1.75015686760475e-09,0.981338647880644,0.373,0.266,5.25047060281425e-05
"CARMIL1",1.97153537667124e-09,-0.527266560682219,0.235,0.369,5.91460613001371e-05
"MGLL",2.11153436132623e-09,-0.791402331940428,0.175,0.291,6.3346030839787e-05
"ARHGAP6",2.2119500141564e-09,0.581195262721243,0.663,0.605,6.63585004246919e-05
"CCDC200",2.27307276122783e-09,-1.22012988055939,0.07,0.157,6.81921828368348e-05
"FGL2",2.28769890835912e-09,-0.82676601389273,0.152,0.262,6.86309672507735e-05
"GALNT2",2.38150502606802e-09,0.441772329482812,0.752,0.725,7.14451507820405e-05
"LAMTOR4",2.40457003589236e-09,-0.768683503409325,0.098,0.197,7.21371010767707e-05
"WASHC3",2.57906856004473e-09,-0.675726823514034,0.161,0.274,7.73720568013418e-05
"IL12RB2",2.7016854768322e-09,-1.83425296493627,0.009,0.058,8.10505643049659e-05
"ACSL4",2.71898042310153e-09,0.664490082904412,0.489,0.384,8.15694126930458e-05
"RAPGEF1",2.75904101305684e-09,0.680640638268069,0.768,0.768,8.27712303917053e-05
"CERCAM",2.76855299572339e-09,-0.587958985033638,0.198,0.321,8.30565898717017e-05
"AC006059.1",2.80353793066498e-09,-0.863069096627867,0.098,0.192,8.41061379199495e-05
"CTSO",2.81974340837673e-09,-2.66775433558195,0.01,0.06,8.4592302251302e-05
